character	allegiance	episode	episodes
Qhorin Halfhand	Unknown	18	4
Rorge	Unknown	18	4
Biter	Unknown	18	4
Matthos Seaworth	Unknown	18	4
Matthos Seaworth	Unknown	19	4
Armeca	Unknown	19	4
Ilyn Payne	Unknown	19	4
Pyat Pree	Unknown	20	4
Qhorin Halfhand	Unknown	20	4
Lorren	Unknown	20	4
Karl Tanner	Unknown	23	4
Beric Dondarrion	Unknown	24	4
Karl Tanner	Unknown	24	4
Beric Dondarrion	Unknown	25	4
Beric Dondarrion	Unknown	26	4
Beric Dondarrion	Unknown	27	4
Styr	Unknown	31	4
Walda Bolton	Unknown	32	4
Styr	Unknown	33	4
Karl Tanner	Unknown	34	4
Karl Tanner	Unknown	35	4
Rorge	Unknown	37	4
Biter	Unknown	37	4
Styr	Unknown	38	4
Styr	Unknown	39	4
Doran Martell	Unknown	42	4
Trystane Martell	Unknown	42	4
Waif	Unknown	43	4
Walda Bolton	Unknown	43	4
Walda Bolton	Unknown	45	4
Doran Martell	Unknown	46	4
Waif	Unknown	46	4
Trystane Martell	Unknown	46	4
Walda Bolton	Unknown	46	4
Waif	Unknown	48	4
Karsi's Daughter	Unknown	48	4
Karsi's Daughter	Unknown	48	4
Doran Martell	Unknown	49	4
Trystane Martell	Unknown	49	4
Karsi's Daughter	Unknown	49	4
Karsi's Daughter	Unknown	49	4
Doran Martell	Unknown	50	4
Waif	Unknown	50	4
Trystane Martell	Unknown	50	4
Benjen Stark	Unknown	1	3
Benjen Stark	Unknown	2	3
Benjen Stark	Unknown	3	3
Syrio Forel	Unknown	3	3
Gold Cloak	Unknown	5	3
Syrio Forel	Unknown	6	3
Syrio Forel	Unknown	8	3
Greatjon Umber	Unknown	8	3
Mirri Maz Duur	Unknown	8	3
Walder Frey	Unknown	9	3
Greatjon Umber	Unknown	9	3
Mirri Maz Duur	Unknown	9	3
Night's Watchman	Unknown	9	3
Black Walder Rivers	Unknown	9	3
Greatjon Umber	Unknown	10	3
Mirri Maz Duur	Unknown	10	3
Alton Lannister	Unknown	11	3
Daisy	Unknown	11	3
Balon Greyjoy	Unknown	12	3
Salladhor Saan	Unknown	12	3
Alton Lannister	Unknown	12	3
Gold Cloak	Unknown	12	3
Balon Greyjoy	Unknown	13	3
Polliver	Unknown	13	3
Daisy	Unknown	13	3
Gold Cloak	Unknown	13	3
Spice King	Unknown	14	3
Lannister Guard	Unknown	14	3
Polliver	Unknown	14	3
Daisy	Unknown	14	3
Silk King	Unknown	14	3
Silk King	Unknown	15	3
Spice King	Unknown	16	3
Spice King	Unknown	17	3
Alton Lannister	Unknown	17	3
Handmaid	Unknown	17	3
Silk King	Unknown	17	3
Rattleshirt	Unknown	18	3
Rattleshirt	Unknown	20	3
Salladhor Saan	Unknown	21	3
Kraznys mo Nakloz	Unknown	21	3
Rattleshirt	Unknown	21	3
Giant	Unknown	21	3
Kraznys mo Nakloz	Unknown	23	3
Kraznys mo Nakloz	Unknown	24	3
Black Walder Rivers	Unknown	26	3
Handmaid	Unknown	26	3
Walder Frey	Unknown	29	3
Black Walder Rivers	Unknown	29	3
Walder Frey	Unknown	30	3
Balon Greyjoy	Unknown	30	3
Night's Watchman	Unknown	30	3
Polliver	Unknown	31	3
Thenn Warg	Unknown	31	3
Handmaid	Unknown	31	3
Thenn Warg	Unknown	33	3
Meereen Slave Master	Unknown	33	3
Meereen Slave Master	Unknown	33	3
Meereen Slave Master	Unknown	33	3
Mossador	Unknown	34	3
Salladhor Saan	Unknown	36	3
Lhara	Unknown	36	3
Thenn Warg	Unknown	39	3
Giant	Unknown	39	3
Giant	Unknown	40	3
Mossador	Unknown	41	3
Mossador	Unknown	42	3
Septa Unella	Unknown	47	3
Septa Unella	Unknown	48	3
Night's Watchman	Unknown	48	3
Lhara	Unknown	48	3
Lhara	Unknown	49	3
Lannister Guard	Unknown	49	3
Lannister Guard	Unknown	49	3
Septa Unella	Unknown	50	3
Illyrio Mopatis	Unknown	1	2
Old Nan	Unknown	3	2
King's Landing Whore	Unknown	3	2
Old Nan	Unknown	4	2
Hugh of the Vale	Unknown	4	2
Tobho Mott	Unknown	4	2
Knight of House Bracken	Unknown	4	2
Illyrio Mopatis	Unknown	5	2
Mord	Unknown	5	2
Hugh of the Vale	Unknown	5	2
Vardis Egen	Unknown	5	2
Knight of House Bracken	Unknown	5	2
King's Landing Whore	Unknown	5	2
Mord	Unknown	6	2
Vardis Egen	Unknown	6	2
Little Bird	Unknown	7	2
Shagga	Unknown	8	2
Stark Guard	Unknown	8	2
Shagga	Unknown	9	2
Bronn (credit only)	Unknown	10	2
Stark Guard	Unknown	10	2
Tobho Mott	Unknown	11	2
Male Prostitute	Unknown	11	2
Male Prostitute	Unknown	12	2
Tickler	Unknown	14	2
Hallyne	Unknown	15	2
Quaithe	Unknown	15	2
Tickler	Unknown	15	2
Winterfell Farmer	Unknown	15	2
Farlen	Unknown	16	2
Drennan	Unknown	16	2
Lannister Captain	Unknown	16	2
Jacks	Unknown	16	2
Quent	Unknown	16	2
Quaithe	Unknown	17	2
Winterfell Farmer	Unknown	17	2
Farlen	Unknown	17	2
Drennan	Unknown	17	2
Jacks	Unknown	17	2
Stark Guard (as David Sheenan)	Unknown	17	2
Quent	Unknown	17	2
Stark Guard (as David Sheenan)	Unknown	18	2
Lannister Captain	Unknown	18	2
Hallyne	Unknown	19	2
Septon	Unknown	20	2
Unsullied	Unknown	21	2
Skinner	Unknown	22	2
Skinner	Unknown	23	2
Greizhen mo Ullhor (as Clifford Barry)	Unknown	23	2
Kayla	Unknown	23	2
Martyn Lannister	Unknown	23	2
Willem Lannister	Unknown	23	2
Greizhen mo Ullhor (as Clifford Barry)	Unknown	24	2
Martyn Lannister	Unknown	25	2
Willem Lannister	Unknown	25	2
Lothar Frey	Unknown	26	2
Lothar Frey	Unknown	29	2
Septon	Unknown	29	2
Old Man	Unknown	29	2
Kayla	Unknown	32	2
Mole's Town Whore	Unknown	33	2
Mole's Town Madam	Unknown	33	2
Night's King	Unknown	34	2
Morag	Unknown	34	2
Unsullied	Unknown	34	2
Bronn (credit only)	Unknown	35	2
Morag	Unknown	35	2
Donnel Waynwood	Unknown	35	2
Tycho Nestoris	Unknown	36	2
Yohn Royce	Unknown	38	2
Mole's Town Whore	Unknown	38	2
Donnel Waynwood	Unknown	38	2
Mole's Town Madam	Unknown	38	2
Little Bird	Unknown	38	2
Ternesio Terys	Unknown	40	2
Yohn Royce	Unknown	41	2
Meereenese Prostitute	Unknown	41	2
Ternesio Terys	Unknown	42	2
Old Woman	Unknown	43	2
Meereenese Prostitute	Unknown	44	2
Old Woman	Unknown	45	2
Old Man	Unknown	45	2
Malko	Unknown	46	2
Ghita	Unknown	46	2
Yezzan zo Qaggaz	Unknown	47	2
Malko	Unknown	47	2
Yezzan zo Qaggaz	Unknown	48	2
Night's King	Unknown	48	2
Wun Wun	Unknown	48	2
Thin Man	Unknown	48	2
Tycho Nestoris	Unknown	49	2
Wun Wun	Unknown	49	2
Thin Man	Unknown	49	2
Ghita	Unknown	50	2
Will	Unknown	1	1
Jon Arryn	Unknown	1	1
Waymar Royce	Unknown	1	1
Gared	Unknown	1	1
Pentoshi Servant	Unknown	1	1
Wildling Girl	Unknown	1	1
Jhiqui	Unknown	2	1
Mycah	Unknown	2	1
Catspaw	Unknown	2	1
Lannister Guardsman	Unknown	2	1
Drunk Patron (as Paul Portelli)	Unknown	3	1
Goldcloak #1 (as Nickovich Sammut)	Unknown	3	1
Goldcloak #2	Unknown	3	1
Knight of House Frey	Unknown	4	1
Knight of House Whent	Unknown	4	1
Masha Heddie	Unknown	4	1
Mhaegen (as Antonia Christopher)	Unknown	5	1
Dothraki Old Crone (as Amira Ghazella)	Unknown	6	1
Riverlands Petitioner	Unknown	6	1
Stiv	Unknown	6	1
Knight of the Vale (as Patrick Rocks)	Unknown	6	1
Older Knight of the Vale	Unknown	6	1
Night's Watch Deserter (as Barry O'Connor)	Unknown	6	1
Beric Dondarrion (as David Scott)	Unknown	6	1
Wine Merchant	Unknown	7	1
Varly	Unknown	7	1
Jaremy Rykker	Unknown	7	1
Night's Watch Officer	Unknown	7	1
Tomard	Unknown	7	1
Lannister Messenger	Unknown	8	1
Steward of House Stark	Unknown	8	1
Night's Watch Brother	Unknown	8	1
Lannister Scout	Unknown	8	1
Stable Boy	Unknown	8	1
King's Landing Baker	Unknown	9	1
Stevron Frey	Unknown	9	1
King's Landing Urchin	Unknown	9	1
Eddard 'Ned' Stark (credit only)	Unknown	10	1
Rickard Karstark (as Steven Blount)	Unknown	10	1
Jonos Bracken	Unknown	10	1
Leo Lefford (as Vincent McCabe)	Unknown	10	1
Addam Marbrand (as BJ Hogg)	Unknown	10	1
Maester Cressen	Unknown	11	1
Northern Lord	Unknown	11	1
Mhaegen	Unknown	11	1
Chella (as Natalie Lee)	Unknown	11	1
Lord Portan	Unknown	11	1
Melee Herald	Unknown	11	1
Captain's Daughter	Unknown	12	1
Lordsport Dockhand	Unknown	12	1
Customer	Unknown	12	1
Rodrik Cassel (credit only)	Unknown	13	1
Drowned Priest	Unknown	13	1
Timett	Unknown	13	1
Gerald	Unknown	13	1
Baratheon Guard	Unknown	13	1
Rennick	Unknown	14	1
Old Woman Prisoner	Unknown	14	1
Wounded Lannister	Unknown	14	1
Tortured Prisoner	Unknown	14	1
Osha (as Natalie Tena)	Unknown	15	1
Protestor (as Edward Tudor Pole)	Unknown	15	1
Reginald Lannister (as Patrick Fitzsymons)	Unknown	15	1
Quartheen Woman	Unknown	15	1
Theon's Master of Hounds	Unknown	17	1
Torrhen Karstark	Unknown	17	1
Karstark Soldier #1	Unknown	17	1
Karstark Soldier #2	Unknown	17	1
Stark Messenger	Unknown	18	1
Lannister Torturer	Unknown	18	1
Lannister Soldier	Unknown	18	1
Singing Lannister Soldier	Unknown	19	1
Imry Florent (as Gordan Mahon)	Unknown	19	1
Mandon Moore	Unknown	19	1
Baratheon Officer	Unknown	19	1
Captain of the Archers	Unknown	19	1
Jaqen's New Face	Unknown	20	1
Stark Soldier	Unknown	20	1
Soldier Tom (as Christopher Reilly)	Unknown	20	1
Rhaego	Unknown	20	1
Mirelle	Unknown	21	1
Boat Commander	Unknown	21	1
Margaery's Handmaid	Unknown	21	1
Orphan #1	Unknown	21	1
Warlock	Unknown	21	1
Riverrun Traveler	Unknown	22	1
Tailor	Unknown	22	1
Server	Unknown	22	1
Bolton Soldier	Unknown	23	1
Craster's Younger Wife	Unknown	23	1
Genna	Unknown	23	1
Tortured Slave	Unknown	23	1
Young Tyrell Lady	Unknown	24	1
Bolton Man	Unknown	24	1
Sorcerer	Unknown	24	1
Young Captive	Unknown	25	1
Razdal mo Eraz	Unknown	27	1
Steelshanks Walton	Unknown	27	1
Violet	Unknown	27	1
The Bear	Unknown	27	1
Mero	Unknown	28	1
Prendahl na Ghezn	Unknown	28	1
Yunkai Whore	Unknown	28	1
Roslin Frey	Unknown	29	1
Frey Guard	Unknown	29	1
Merry Frey	Unknown	29	1
Hog Farmer	Unknown	29	1
Joyeuse Erenford	Unknown	29	1
Wendel Manderly (as Oddie Bradell)	Unknown	29	1
Drummer	Unknown	29	1
Frey Soldier #1	Unknown	30	1
Frey Soldier #2	Unknown	30	1
Fruit Vendor (as Alexander Mileman)	Unknown	30	1
Desmond Crakehall	Unknown	30	1
Morgan	Unknown	31	1
Morgan's Friend	Unknown	31	1
Innkeeper	Unknown	31	1
Lord Blackmont	Unknown	31	1
Ser Endrew Tarth	Unknown	31	1
Valyrian Sword Smith	Unknown	31	1
Innkeeper's Daughter	Unknown	31	1
Tansy	Unknown	32	1
Axell Florent	Unknown	32	1
Musician (as Jón Þór Birgisson)	Unknown	32	1
Musician (as Orri Páll Dýrason)	Unknown	32	1
Musician	Unknown	32	1
King Joffrey Baratheon Dwarf	Unknown	32	1
King Stannis Baratheon Dwarf (as Max Laird)	Unknown	32	1
King Renly Baratheon Dwarf	Unknown	32	1
King Robb Stark Dwarf	Unknown	32	1
King Balon Greyjoy Dwarf	Unknown	32	1
Brienne of Tarth (credit only)	Unknown	33	1
Lord Varys (credit only)	Unknown	33	1
Farmer Hamlet	Unknown	33	1
Guymon	Unknown	33	1
Guymon's Mother	Unknown	33	1
Night's Watch Ranger (as Patrick Molloy)	Unknown	33	1
Farmer's Daughter (as Trixiebelle Harrowell)	Unknown	33	1
Meereen Slave	Unknown	33	1
Slave Master	Unknown	34	1
Elder Meereen Slave	Unknown	34	1
Valyrian Slave	Unknown	34	1
Goat Herd	Unknown	36	1
First Mate	Unknown	36	1
Whore (as Samantha McEwan)	Unknown	36	1
Ironborn	Unknown	36	1
Bolton Guard	Unknown	36	1
Manservant	Unknown	36	1
Goat Herd Boy	Unknown	36	1
Dying Man	Unknown	37	1
Prisoner	Unknown	37	1
Anya Waynwood	Unknown	38	1
Ralf Kenning	Unknown	38	1
Adrack Humble	Unknown	38	1
Vance Corbray	Unknown	38	1
Kegs	Unknown	38	1
Black Jack Bulwer	Unknown	38	1
Mully	Unknown	38	1
Mag the Mighty	Unknown	39	1
Three-Eyed Raven	Unknown	40	1
Fennesz	Unknown	40	1
Leaf	Unknown	40	1
Grieving Father	Unknown	40	1
Child of the Forest	Unknown	40	1
Maggy	Unknown	41	1
Young Cersei Lannister	Unknown	41	1
Melara Hetherspoon	Unknown	41	1
White Rat	Unknown	41	1
Strong Sam Stone	Unknown	41	1
Maester Hellweg	Unknown	41	1
Lollys Stokeworth	Unknown	42	1
Faceless Man	Unknown	42	1
Denys Mallister (as JJ Murphy)	Unknown	42	1
Street Tough #1 (as Thomas Fava)	Unknown	42	1
Mallister Supporter	Unknown	42	1
Eyrie Guard	Unknown	42	1
Street Tough #2	Unknown	42	1
Inn Waitress	Unknown	42	1
Son of Harpy	Unknown	42	1
Dwarf Hunter #1	Unknown	42	1
Dwarf Hunter #2	Unknown	42	1
Red Priestess	Unknown	43	1
Brothel Guard	Unknown	43	1
Despondent Man	Unknown	43	1
Sellsword (as Matt McArdel)	Unknown	43	1
Sellsword	Unknown	43	1
Clea	Unknown	43	1
Beggar	Unknown	43	1
The Mother of Dragons	Unknown	43	1
The Warrior	Unknown	43	1
The Smith	Unknown	43	1
The Mother	Unknown	43	1
The Maiden	Unknown	43	1
The Crone	Unknown	43	1
Merchant Captain	Unknown	44	1
Lead Dornish Guard	Unknown	44	1
Faith Militant #1	Unknown	44	1
Faith Militant #2	Unknown	44	1
Meereenese Fighter	Unknown	44	1
Lead Kingsguard	Unknown	44	1
Foreign Merchant	Unknown	44	1
Brothel Customer	Unknown	44	1
Master Eaton	Unknown	45	1
Great Master #1 (as Ratib Asghar)	Unknown	45	1
Elboneno	Unknown	45	1
Great Master #4	Unknown	45	1
Great Master #5	Unknown	45	1
Great Master #6	Unknown	45	1
Great Master #7	Unknown	45	1
Slaver	Unknown	46	1
Joss	Unknown	46	1
Derek	Unknown	47	1
Brant	Unknown	47	1
Karsi	Unknown	48	1
Loboda	Unknown	48	1
Lord of Bones	Unknown	48	1
Wildling Elder	Unknown	48	1
Braavosi Captain	Unknown	48	1
Pit Announcer	Unknown	49	1
Braavosi Madam	Unknown	49	1
Young Braavosi	Unknown	49	1
Pit Fighter	Unknown	49	1
Brusco	Unknown	49	1
Sailor	Unknown	49	1
Young Baratheon Soldier	Unknown	49	1
Anara	Unknown	49	1
Brea	Unknown	49	1
Braavosi Prostitute #1	Unknown	49	1
Braavosi Prostitute #4	Unknown	49	1
Baratheon General	Unknown	50	1
Septa #1	Unknown	50	1
Septa #2	Unknown	50	1
Child Braavosi Prostitute #2	Unknown	50	1
Child Braavosi Prostitute #1	Unknown	50	1
Young Baratheon Soldier #2	Unknown	50	1
Young Baratheon Soldier #1	Unknown	50	1
Gordy	Unknown	50	1
Simpson	Unknown	50	1
Woodcutter (as Ralph R. Clemente)	Unknown	50	1
Drunkard	Unknown	50	1
Half Naked Woman	Unknown	50	1
Naked Man	Unknown	50	1
Cersei Body Double	Unknown	50	1
